PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_AC,PCP_BS,PCP_NE_pH,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_SS_HE,PCP_SS_ST,PCP_SS_CO,PCP_SA_BU,PCP_SA_EX,PCP_SA_IN,PCP_TN,PCP_SM,PCP_LR,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5 
0.353,0.059,0.588,0.353,0.176,0.118,0.0,0.176,0.059,0.353,0.588,0.235,0.412,0.353,0.235,0.0,0.412,0.353,0.235,0.176,0.235,0.412,0.176,0.412,0.588,1.189,0.396,-0.794,0.112,-0.299
0.059,0.118,0.824,0.235,0.471,0.294,0.0,0.235,0.118,0.059,0.824,0.529,0.176,0.235,0.118,0.059,0.176,0.471,0.353,0.529,0.294,0.176,0.176,0.412,0.588,-0.792,0.156,0.292,-0.625,-0.211
0.118,0.118,0.765,0.118,0.588,0.471,0.118,0.059,0.118,0.118,0.765,0.529,0.294,0.353,0.059,0.118,0.294,0.294,0.412,0.471,0.353,0.235,0.294,0.647,0.353,0.415,-0.839,0.182,-0.286,-0.072
0.0,0.118,0.882,0.176,0.647,0.647,0.118,0.0,0.118,0.0,0.882,0.706,0.176,0.412,0.176,0.0,0.294,0.353,0.353,0.529,0.294,0.294,0.235,0.765,0.235,-0.234,-1.504,-0.157,-0.914,0.319
0.059,0.176,0.765,0.353,0.412,0.235,0.0,0.294,0.176,0.059,0.765,0.353,0.059,0.529,0.235,0.0,0.176,0.353,0.471,0.412,0.176,0.353,0.294,0.529,0.471,0.069,-0.007,0.376,-0.729,-0.011
0.059,0.176,0.765,0.176,0.588,0.529,0.235,0.118,0.176,0.059,0.765,0.471,0.294,0.412,0.059,0.0,0.353,0.176,0.471,0.353,0.471,0.353,0.176,0.529,0.471,-0.152,-0.266,0.175,-0.578,0.484
0.235,0.118,0.647,0.176,0.294,0.235,0.0,0.059,0.118,0.235,0.647,0.294,0.412,0.294,0.059,0.059,0.529,0.176,0.294,0.235,0.412,0.294,0.176,0.529,0.471,1.414,0.149,-0.128,-0.026,-0.235
0.118,0.059,0.824,0.294,0.353,0.294,0.059,0.176,0.059,0.118,0.824,0.412,0.353,0.118,0.059,0.118,0.294,0.353,0.353,0.294,0.353,0.412,0.118,0.471,0.529,-0.356,0.37,0.297,-0.124,-0.419
0.294,0.0,0.706,0.294,0.412,0.294,0.118,0.118,0.0,0.294,0.706,0.471,0.412,0.353,0.235,0.0,0.412,0.294,0.294,0.294,0.176,0.412,0.235,0.471,0.529,0.66,0.133,-0.592,0.324,0.268
0.176,0.118,0.706,0.235,0.412,0.176,0.0,0.353,0.118,0.176,0.706,0.412,0.235,0.235,0.059,0.059,0.294,0.529,0.176,0.471,0.294,0.235,0.176,0.294,0.706,-0.435,0.902,0.076,0.575,-0.754
0.059,0.176,0.765,0.353,0.353,0.353,0.059,0.0,0.176,0.059,0.765,0.588,0.176,0.529,0.294,0.0,0.412,0.353,0.235,0.294,0.353,0.353,0.118,0.588,0.412,0.438,-0.749,-0.548,-1.108,0.201
0.176,0.0,0.824,0.529,0.235,0.176,0.0,0.176,0.0,0.176,0.824,0.412,0.235,0.353,0.235,0.176,0.176,0.529,0.294,0.412,0.059,0.412,0.412,0.588,0.412,0.722,-0.351,0.378,-0.017,-0.784
0.059,0.353,0.588,0.235,0.353,0.176,0.0,0.118,0.353,0.059,0.588,0.471,0.059,0.471,0.118,0.176,0.471,0.412,0.118,0.176,0.412,0.412,0.0,0.353,0.647,0.088,-0.198,-0.225,-0.891,-0.332
0.176,0.176,0.647,0.059,0.471,0.412,0.059,0.059,0.176,0.176,0.647,0.412,0.353,0.353,0.059,0.0,0.294,0.294,0.412,0.412,0.353,0.176,0.118,0.588,0.412,0.724,-0.241,-0.276,-0.441,-0.055
0.235,0.0,0.765,0.118,0.588,0.471,0.059,0.059,0.0,0.235,0.765,0.529,0.353,0.235,0.059,0.059,0.471,0.294,0.235,0.471,0.235,0.176,0.235,0.588,0.412,0.373,-0.492,-0.842,0.301,-0.02
0.176,0.176,0.647,0.176,0.471,0.412,0.176,0.059,0.176,0.176,0.647,0.471,0.353,0.412,0.118,0.0,0.529,0.118,0.353,0.294,0.412,0.353,0.118,0.412,0.588,0.263,0.144,-0.261,-0.135,0.44
0.059,0.0,0.941,0.353,0.529,0.471,0.0,0.118,0.0,0.059,0.941,0.706,0.118,0.176,0.118,0.118,0.353,0.529,0.118,0.647,0.176,0.176,0.235,0.529,0.471,-1.132,-0.769,-0.272,-0.335,-0.277
0.118,0.118,0.765,0.294,0.353,0.294,0.118,0.118,0.118,0.118,0.765,0.294,0.353,0.412,0.059,0.0,0.412,0.176,0.412,0.235,0.588,0.294,0.118,0.412,0.588,0.544,0.443,0.021,-0.313,0.117
0.118,0.118,0.765,0.235,0.471,0.353,0.059,0.118,0.118,0.118,0.765,0.588,0.235,0.353,0.176,0.0,0.353,0.412,0.235,0.412,0.294,0.294,0.118,0.471,0.529,-0.169,-0.073,-0.31,-0.301,0.104
0.176,0.176,0.647,0.235,0.294,0.176,0.0,0.118,0.176,0.176,0.647,0.294,0.294,0.471,0.118,0.0,0.412,0.294,0.294,0.294,0.529,0.118,0.118,0.471,0.529,1.129,0.309,-0.534,-0.414,-0.266
0.0,0.0,1.0,0.294,0.647,0.353,0.0,0.353,0.0,0.0,1.0,0.882,0.059,0.059,0.059,0.176,0.176,0.765,0.059,0.824,0.059,0.118,0.294,0.471,0.529,-1.861,-0.204,0.651,0.002,-0.68
0.118,0.118,0.765,0.176,0.529,0.235,0.059,0.235,0.118,0.118,0.765,0.529,0.235,0.176,0.0,0.235,0.412,0.353,0.235,0.353,0.235,0.412,0.176,0.412,0.588,-0.432,0.526,0.473,0.652,-0.588
0.235,0.0,0.765,0.059,0.647,0.353,0.059,0.294,0.0,0.235,0.765,0.529,0.353,0.176,0.0,0.0,0.353,0.412,0.235,0.588,0.353,0.059,0.176,0.412,0.588,-0.519,0.444,-0.435,0.741,-0.218
0.235,0.059,0.706,0.235,0.471,0.235,0.0,0.353,0.059,0.235,0.706,0.412,0.235,0.294,0.118,0.0,0.294,0.471,0.235,0.471,0.118,0.294,0.176,0.294,0.706,-0.435,0.648,-0.329,0.524,-0.349
0.118,0.176,0.706,0.176,0.471,0.412,0.059,0.059,0.176,0.118,0.706,0.471,0.235,0.412,0.118,0.059,0.471,0.235,0.294,0.471,0.294,0.176,0.235,0.471,0.529,0.356,-0.469,-0.318,-0.557,-0.172
0.118,0.118,0.765,0.235,0.471,0.294,0.0,0.176,0.118,0.118,0.765,0.647,0.176,0.353,0.176,0.059,0.294,0.588,0.118,0.529,0.235,0.176,0.176,0.471,0.529,-0.176,-0.196,-0.415,-0.066,-0.539
0.176,0.118,0.706,0.294,0.353,0.294,0.059,0.118,0.118,0.176,0.706,0.353,0.294,0.353,0.176,0.059,0.235,0.353,0.412,0.353,0.294,0.353,0.294,0.588,0.412,0.646,-0.185,0.188,-0.314,-0.104
0.118,0.0,0.882,0.294,0.588,0.353,0.059,0.176,0.0,0.118,0.882,0.706,0.176,0.235,0.176,0.118,0.412,0.412,0.176,0.529,0.118,0.294,0.176,0.412,0.588,-1.186,-0.106,-0.358,0.111,-0.042
0.235,0.0,0.765,0.353,0.412,0.353,0.059,0.118,0.0,0.235,0.765,0.529,0.294,0.235,0.176,0.118,0.353,0.412,0.235,0.471,0.118,0.412,0.353,0.529,0.471,0.063,-0.457,0.158,0.312,-0.125
0.0,0.294,0.706,0.294,0.353,0.353,0.0,0.118,0.294,0.0,0.706,0.353,0.059,0.529,0.118,0.059,0.353,0.294,0.353,0.412,0.353,0.235,0.294,0.588,0.412,0.731,-0.674,0.351,-1.285,-0.234
0.0,0.0,1.0,0.353,0.588,0.412,0.176,0.353,0.0,0.0,1.0,0.647,0.235,0.118,0.118,0.059,0.0,0.647,0.353,0.471,0.235,0.471,0.176,0.588,0.412,-1.67,0.242,0.602,-0.024,-0.233
0.0,0.0,1.0,0.294,0.647,0.412,0.118,0.235,0.0,0.0,1.0,0.882,0.176,0.059,0.059,0.235,0.176,0.647,0.176,0.647,0.176,0.294,0.235,0.588,0.412,-1.665,-0.331,0.745,0.143,-0.522
0.176,0.0,0.824,0.118,0.529,0.471,0.0,0.059,0.0,0.176,0.824,0.353,0.353,0.294,0.0,0.0,0.412,0.235,0.353,0.529,0.412,0.059,0.176,0.471,0.529,0.227,-0.486,-0.622,-0.132,-0.214
0.118,0.059,0.824,0.294,0.471,0.176,0.059,0.353,0.059,0.118,0.824,0.588,0.235,0.235,0.176,0.059,0.235,0.588,0.176,0.353,0.235,0.412,0.059,0.353,0.647,-1.022,0.715,-0.172,0.234,-0.468
0.176,0.176,0.647,0.294,0.294,0.176,0.0,0.235,0.176,0.176,0.647,0.353,0.235,0.353,0.118,0.059,0.235,0.412,0.353,0.353,0.294,0.235,0.176,0.471,0.529,0.501,0.532,0.044,-0.238,-0.365
0.059,0.059,0.882,0.176,0.706,0.412,0.059,0.294,0.059,0.059,0.882,0.706,0.118,0.294,0.059,0.0,0.353,0.471,0.176,0.647,0.294,0.118,0.059,0.294,0.706,-1.761,0.252,-0.364,0.136,0.021
0.176,0.059,0.765,0.294,0.353,0.294,0.118,0.176,0.059,0.176,0.765,0.471,0.412,0.235,0.118,0.059,0.235,0.412,0.353,0.294,0.353,0.353,0.118,0.529,0.471,0.169,0.371,-0.101,0.03,-0.339
0.059,0.118,0.824,0.176,0.647,0.412,0.059,0.118,0.118,0.059,0.824,0.588,0.118,0.353,0.118,0.118,0.353,0.353,0.294,0.471,0.235,0.353,0.235,0.588,0.412,-0.458,-0.69,0.155,-0.26,0.131
0.176,0.059,0.765,0.235,0.529,0.412,0.118,0.118,0.059,0.176,0.765,0.588,0.294,0.176,0.059,0.176,0.412,0.353,0.235,0.471,0.294,0.353,0.353,0.529,0.471,-0.164,-0.399,0.425,0.402,-0.103
0.059,0.118,0.824,0.412,0.353,0.0,0.0,0.529,0.118,0.059,0.824,0.529,0.118,0.353,0.235,0.0,0.059,0.706,0.235,0.353,0.176,0.412,0.059,0.412,0.588,-0.835,1.372,0.319,0.13,-0.697
0.118,0.294,0.588,0.176,0.412,0.353,0.059,0.0,0.294,0.118,0.588,0.471,0.176,0.471,0.059,0.059,0.706,0.235,0.059,0.294,0.529,0.176,0.0,0.294,0.706,0.281,-0.409,-0.931,-1.012,0.144
0.235,0.471,0.294,0.118,0.176,0.176,0.0,0.059,0.471,0.235,0.294,0.059,0.235,0.647,0.059,0.0,0.588,0.059,0.353,0.176,0.588,0.118,0.176,0.353,0.647,2.281,0.166,-0.349,-1.137,0.033
0.0,0.0,1.0,0.412,0.471,0.412,0.0,0.118,0.0,0.0,1.0,0.588,0.118,0.353,0.118,0.235,0.118,0.529,0.353,0.706,0.118,0.176,0.588,0.882,0.118,0.605,-1.585,1.016,-0.49,-0.921
0.059,0.176,0.765,0.118,0.588,0.412,0.118,0.176,0.176,0.059,0.765,0.706,0.235,0.235,0.059,0.059,0.353,0.412,0.235,0.529,0.353,0.235,0.118,0.412,0.588,-0.885,0.185,0.336,-0.089,-0.036
0.059,0.118,0.824,0.235,0.471,0.412,0.059,0.059,0.118,0.059,0.824,0.588,0.235,0.353,0.235,0.0,0.235,0.412,0.353,0.412,0.294,0.294,0.235,0.647,0.353,0.196,-0.578,-0.124,-0.819,0.141
0.412,0.0,0.588,0.118,0.412,0.235,0.118,0.176,0.0,0.412,0.588,0.353,0.588,0.118,0.059,0.059,0.471,0.235,0.294,0.235,0.353,0.412,0.118,0.294,0.706,0.304,0.881,-0.405,1.142,-0.056
0.176,0.059,0.765,0.353,0.353,0.294,0.118,0.176,0.059,0.176,0.765,0.412,0.353,0.294,0.118,0.0,0.471,0.294,0.235,0.235,0.353,0.412,0.118,0.353,0.647,0.095,0.623,-0.361,0.081,0.079
0.176,0.235,0.588,0.235,0.353,0.235,0.0,0.118,0.235,0.176,0.588,0.412,0.176,0.471,0.118,0.118,0.412,0.353,0.235,0.353,0.294,0.294,0.235,0.471,0.529,0.912,-0.254,0.028,-0.209,-0.321
0.118,0.235,0.647,0.176,0.471,0.412,0.118,0.0,0.235,0.118,0.647,0.588,0.235,0.412,0.118,0.059,0.471,0.294,0.235,0.294,0.471,0.294,0.118,0.588,0.412,0.499,-0.554,-0.322,-0.662,0.402
0.176,0.059,0.765,0.176,0.588,0.471,0.176,0.059,0.059,0.176,0.765,0.471,0.353,0.353,0.059,0.118,0.412,0.235,0.353,0.294,0.294,0.412,0.176,0.471,0.529,0.154,-0.451,-0.497,0.118,0.069
0.353,0.0,0.647,0.118,0.529,0.412,0.059,0.0,0.0,0.353,0.647,0.529,0.412,0.235,0.118,0.118,0.588,0.235,0.176,0.353,0.235,0.294,0.176,0.412,0.588,0.303,-0.616,-1.226,0.465,0.075
0.176,0.059,0.765,0.235,0.412,0.353,0.059,0.176,0.059,0.176,0.765,0.294,0.353,0.294,0.059,0.059,0.176,0.353,0.471,0.412,0.294,0.294,0.294,0.588,0.412,0.606,-0.158,0.278,-0.084,-0.393
0.059,0.118,0.824,0.176,0.647,0.235,0.059,0.176,0.118,0.059,0.824,0.647,0.118,0.235,0.059,0.353,0.412,0.353,0.235,0.235,0.176,0.588,0.059,0.353,0.647,-1.2,0.089,0.145,0.527,-0.448
0.176,0.059,0.765,0.412,0.353,0.294,0.059,0.118,0.059,0.176,0.765,0.471,0.235,0.412,0.176,0.059,0.471,0.294,0.235,0.353,0.294,0.353,0.294,0.529,0.471,0.599,-0.187,-0.066,0.028,0.089
0.235,0.118,0.647,0.235,0.412,0.294,0.0,0.176,0.118,0.235,0.647,0.412,0.235,0.353,0.059,0.0,0.471,0.353,0.176,0.412,0.294,0.118,0.176,0.471,0.529,0.656,0.318,-0.767,0.148,-0.015
0.118,0.176,0.706,0.176,0.529,0.412,0.118,0.0,0.176,0.118,0.706,0.588,0.235,0.353,0.176,0.118,0.353,0.353,0.294,0.294,0.412,0.412,0.118,0.588,0.412,-0.174,-0.781,-0.314,-0.515,0.237
0.294,0.118,0.588,0.235,0.294,0.294,0.059,0.0,0.118,0.294,0.588,0.353,0.412,0.353,0.176,0.059,0.471,0.176,0.353,0.294,0.353,0.294,0.294,0.529,0.471,1.356,-0.211,-0.257,-0.098,0.092
0.118,0.176,0.706,0.294,0.412,0.353,0.118,0.176,0.176,0.118,0.706,0.412,0.235,0.412,0.059,0.0,0.353,0.353,0.294,0.294,0.412,0.412,0.059,0.412,0.588,-0.063,0.145,0.088,-0.324,0.205
0.235,0.059,0.706,0.294,0.353,0.118,0.0,0.235,0.059,0.235,0.706,0.471,0.294,0.294,0.235,0.059,0.353,0.412,0.235,0.294,0.294,0.412,0.176,0.471,0.529,0.116,0.456,-0.116,0.439,-0.251
0.118,0.059,0.824,0.294,0.471,0.412,0.059,0.118,0.059,0.118,0.824,0.647,0.235,0.235,0.176,0.059,0.294,0.471,0.235,0.471,0.235,0.353,0.235,0.529,0.471,-0.442,-0.364,0.047,-0.099,-0.005
0.176,0.176,0.647,0.118,0.471,0.471,0.235,0.0,0.176,0.176,0.647,0.529,0.471,0.294,0.059,0.0,0.412,0.235,0.353,0.235,0.529,0.412,0.0,0.471,0.529,0.172,0.086,-0.111,-0.185,0.485
0.353,0.0,0.647,0.294,0.353,0.176,0.059,0.118,0.0,0.353,0.647,0.529,0.412,0.176,0.176,0.176,0.529,0.353,0.118,0.235,0.235,0.529,0.118,0.294,0.706,-0.131,0.185,-0.398,0.808,-0.164
0.059,0.176,0.765,0.412,0.176,0.176,0.0,0.059,0.176,0.059,0.765,0.294,0.235,0.588,0.294,0.059,0.235,0.294,0.471,0.235,0.412,0.353,0.353,0.765,0.235,1.842,-0.656,0.396,-1.131,-0.454
0.059,0.294,0.647,0.294,0.353,0.235,0.118,0.059,0.294,0.059,0.647,0.471,0.176,0.471,0.176,0.176,0.235,0.235,0.529,0.294,0.471,0.353,0.353,0.706,0.294,0.941,-0.086,1.154,-0.553,0.162
0.0,0.176,0.824,0.176,0.529,0.412,0.059,0.176,0.176,0.0,0.824,0.471,0.176,0.412,0.118,0.0,0.294,0.294,0.412,0.471,0.353,0.235,0.176,0.471,0.529,-0.351,-0.219,0.134,-0.801,-0.139
0.294,0.059,0.647,0.353,0.294,0.059,0.0,0.118,0.059,0.294,0.647,0.471,0.294,0.353,0.176,0.176,0.647,0.294,0.059,0.235,0.235,0.353,0.176,0.294,0.706,0.734,0.566,-0.611,0.714,-0.333
0.176,0.059,0.765,0.294,0.353,0.235,0.059,0.176,0.059,0.176,0.765,0.353,0.353,0.176,0.0,0.118,0.529,0.235,0.235,0.176,0.412,0.471,0.059,0.294,0.706,-0.124,0.692,0.037,0.285,-0.155
0.125,0.125,0.75,0.062,0.5,0.5,0.188,0.0,0.125,0.125,0.75,0.5,0.5,0.25,0.062,0.0,0.188,0.25,0.562,0.312,0.5,0.312,0.125,0.812,0.188,0.756,-0.224,0.269,-0.334,0.208
0.118,0.059,0.824,0.235,0.471,0.353,0.176,0.118,0.059,0.118,0.824,0.529,0.412,0.235,0.118,0.059,0.412,0.235,0.353,0.235,0.471,0.412,0.118,0.471,0.529,-0.154,0.221,-0.032,-0.184,0.172
0.0,0.235,0.765,0.353,0.353,0.294,0.0,0.176,0.235,0.0,0.765,0.471,0.059,0.471,0.118,0.059,0.235,0.529,0.235,0.412,0.353,0.235,0.118,0.471,0.529,-0.034,-0.363,0.032,-1.158,-0.353
0.235,0.118,0.647,0.176,0.353,0.294,0.0,0.118,0.118,0.235,0.647,0.294,0.353,0.294,0.0,0.0,0.588,0.235,0.176,0.353,0.353,0.176,0.059,0.176,0.824,0.397,0.466,-0.709,-0.155,-0.166
0.176,0.118,0.706,0.294,0.412,0.294,0.118,0.118,0.118,0.176,0.706,0.412,0.294,0.412,0.176,0.059,0.471,0.235,0.294,0.235,0.353,0.412,0.176,0.412,0.588,0.291,0.076,-0.439,-0.104,0.086
0.176,0.059,0.765,0.235,0.529,0.353,0.0,0.059,0.059,0.176,0.765,0.647,0.176,0.235,0.059,0.176,0.588,0.353,0.059,0.471,0.294,0.176,0.118,0.294,0.706,-0.681,-0.304,-0.744,0.104,-0.035
0.118,0.118,0.765,0.118,0.647,0.294,0.059,0.353,0.118,0.118,0.765,0.706,0.176,0.235,0.059,0.059,0.353,0.471,0.176,0.647,0.176,0.176,0.176,0.353,0.647,-1.126,0.748,0.322,0.721,-0.331
0.059,0.059,0.882,0.412,0.412,0.235,0.0,0.176,0.059,0.059,0.882,0.529,0.118,0.412,0.118,0.059,0.471,0.412,0.118,0.353,0.353,0.235,0.118,0.412,0.588,-0.046,-0.013,-0.445,-0.518,-0.002
0.176,0.118,0.706,0.294,0.353,0.235,0.059,0.059,0.118,0.176,0.706,0.471,0.294,0.353,0.059,0.118,0.647,0.176,0.176,0.294,0.471,0.294,0.118,0.353,0.647,0.421,0.136,0.009,-0.062,0.099
0.235,0.235,0.529,0.235,0.294,0.235,0.0,0.059,0.235,0.235,0.529,0.353,0.235,0.412,0.0,0.118,0.588,0.235,0.176,0.412,0.353,0.059,0.235,0.412,0.588,1.388,0.065,-0.181,-0.32,-0.134
0.176,0.118,0.706,0.294,0.353,0.118,0.059,0.353,0.118,0.176,0.706,0.471,0.294,0.235,0.118,0.059,0.235,0.529,0.235,0.353,0.353,0.294,0.118,0.412,0.588,-0.235,0.732,0.207,-0.133,-0.381
0.118,0.176,0.706,0.353,0.235,0.059,0.0,0.294,0.176,0.118,0.706,0.353,0.235,0.294,0.0,0.176,0.294,0.471,0.235,0.412,0.412,0.118,0.235,0.412,0.588,0.612,0.836,0.644,-0.087,-1.014
0.176,0.059,0.765,0.294,0.412,0.294,0.059,0.176,0.059,0.176,0.765,0.529,0.294,0.294,0.176,0.059,0.294,0.412,0.294,0.412,0.235,0.294,0.294,0.647,0.353,0.485,-0.083,0.002,0.029,-0.185
0.118,0.059,0.824,0.353,0.353,0.294,0.0,0.0,0.059,0.118,0.824,0.647,0.235,0.353,0.294,0.118,0.235,0.529,0.235,0.353,0.176,0.353,0.118,0.647,0.353,0.192,-0.738,-0.596,-0.588,-0.356
0.118,0.176,0.706,0.294,0.353,0.176,0.0,0.118,0.176,0.118,0.706,0.471,0.176,0.529,0.294,0.059,0.353,0.294,0.353,0.294,0.353,0.353,0.235,0.588,0.412,0.716,-0.187,-0.008,-0.362,-0.118
0.118,0.176,0.706,0.176,0.471,0.353,0.059,0.118,0.176,0.118,0.706,0.471,0.235,0.412,0.059,0.0,0.412,0.353,0.235,0.412,0.412,0.235,0.059,0.412,0.588,0.045,0.092,-0.214,-0.149,-0.045
0.118,0.059,0.824,0.235,0.588,0.412,0.059,0.118,0.059,0.118,0.824,0.706,0.176,0.235,0.176,0.118,0.471,0.353,0.176,0.412,0.118,0.471,0.059,0.294,0.706,-1.48,-0.265,-0.442,-0.016,0.139
0.118,0.118,0.765,0.118,0.471,0.471,0.0,0.0,0.118,0.118,0.765,0.294,0.294,0.471,0.118,0.0,0.235,0.235,0.529,0.471,0.353,0.118,0.294,0.647,0.353,1.102,-1.026,-0.355,-0.874,-0.241
0.0,0.176,0.824,0.294,0.471,0.412,0.059,0.0,0.176,0.0,0.824,0.588,0.118,0.529,0.176,0.118,0.353,0.294,0.353,0.412,0.353,0.294,0.353,0.765,0.235,0.905,-1.219,0.401,-0.877,0.051
0.0,0.176,0.824,0.471,0.294,0.176,0.059,0.294,0.176,0.0,0.824,0.588,0.118,0.353,0.176,0.118,0.118,0.706,0.176,0.353,0.294,0.412,0.118,0.529,0.471,-0.421,0.135,0.491,-0.624,-0.72
0.176,0.176,0.647,0.176,0.412,0.412,0.118,0.059,0.176,0.176,0.647,0.412,0.353,0.353,0.059,0.0,0.471,0.176,0.353,0.294,0.412,0.294,0.176,0.588,0.412,0.937,-0.038,-0.11,-0.309,0.307
0.0,0.176,0.824,0.118,0.706,0.353,0.118,0.294,0.176,0.0,0.824,0.706,0.118,0.176,0.0,0.176,0.353,0.471,0.176,0.412,0.294,0.412,0.0,0.294,0.706,-1.935,0.336,0.241,0.001,-0.2
0.0,0.118,0.882,0.294,0.529,0.353,0.059,0.176,0.118,0.0,0.882,0.529,0.118,0.471,0.235,0.059,0.235,0.353,0.412,0.412,0.235,0.412,0.294,0.588,0.412,-0.171,-0.635,0.347,-0.702,-0.036
0.353,0.118,0.529,0.118,0.412,0.294,0.059,0.0,0.118,0.353,0.529,0.471,0.412,0.235,0.118,0.118,0.647,0.235,0.118,0.235,0.294,0.353,0.059,0.294,0.706,0.368,0.001,-1.112,0.308,0.063
0.176,0.118,0.706,0.118,0.529,0.294,0.0,0.176,0.118,0.176,0.706,0.529,0.235,0.353,0.118,0.059,0.353,0.412,0.235,0.471,0.235,0.235,0.118,0.412,0.588,-0.149,-0.024,-0.378,0.184,-0.361
0.059,0.235,0.706,0.235,0.412,0.294,0.0,0.176,0.235,0.059,0.706,0.471,0.118,0.353,0.059,0.118,0.412,0.353,0.235,0.529,0.294,0.176,0.412,0.588,0.412,0.704,-0.263,0.834,-0.466,-0.372
0.353,0.0,0.647,0.176,0.412,0.353,0.118,0.176,0.0,0.353,0.647,0.353,0.529,0.118,0.0,0.0,0.529,0.235,0.235,0.294,0.353,0.294,0.118,0.353,0.647,0.306,0.611,-0.711,0.579,0.084
0.059,0.059,0.882,0.118,0.765,0.706,0.176,0.118,0.059,0.059,0.882,0.765,0.235,0.176,0.059,0.0,0.471,0.294,0.235,0.588,0.235,0.294,0.294,0.647,0.353,-0.888,-0.909,-0.06,-0.256,0.562
0.118,0.176,0.706,0.294,0.412,0.353,0.118,0.0,0.176,0.118,0.706,0.471,0.235,0.412,0.176,0.176,0.412,0.176,0.412,0.353,0.294,0.353,0.412,0.647,0.353,0.902,-0.594,0.451,-0.445,0.081
0.176,0.118,0.706,0.294,0.353,0.235,0.0,0.118,0.118,0.176,0.706,0.529,0.235,0.294,0.118,0.118,0.471,0.412,0.118,0.353,0.353,0.294,0.118,0.353,0.647,-0.017,0.005,-0.274,-0.057,-0.269
0.235,0.059,0.706,0.412,0.294,0.176,0.059,0.176,0.059,0.235,0.706,0.529,0.294,0.235,0.118,0.176,0.353,0.471,0.176,0.412,0.235,0.412,0.235,0.471,0.529,0.085,0.268,0.637,0.602,-0.385
0.176,0.0,0.824,0.176,0.529,0.529,0.118,0.0,0.0,0.176,0.824,0.529,0.412,0.294,0.118,0.0,0.353,0.294,0.353,0.412,0.294,0.235,0.235,0.706,0.294,0.712,-0.726,-0.664,-0.215,0.129
0.235,0.0,0.765,0.118,0.588,0.412,0.118,0.235,0.0,0.235,0.765,0.588,0.412,0.0,0.0,0.059,0.294,0.529,0.176,0.412,0.294,0.353,0.0,0.235,0.765,-1.433,0.551,-0.524,0.642,-0.128
0.25,0.062,0.688,0.0,0.5,0.438,0.312,0.0,0.062,0.25,0.688,0.5,0.75,0.062,0.0,0.062,0.438,0.0,0.562,0.125,0.625,0.438,0.125,0.688,0.312,0.891,0.633,0.418,0.539,0.475
0.176,0.059,0.765,0.118,0.471,0.235,0.0,0.294,0.059,0.176,0.765,0.471,0.353,0.118,0.0,0.059,0.294,0.412,0.294,0.529,0.353,0.059,0.235,0.529,0.471,0.128,0.78,0.209,0.482,-0.644
0.235,0.176,0.588,0.471,0.059,0.059,0.0,0.0,0.176,0.235,0.588,0.294,0.294,0.529,0.235,0.118,0.529,0.294,0.176,0.176,0.588,0.235,0.235,0.412,0.588,1.712,-0.271,-0.374,-0.775,-0.253
0.118,0.176,0.706,0.118,0.529,0.294,0.059,0.118,0.176,0.118,0.706,0.412,0.235,0.412,0.059,0.118,0.471,0.176,0.353,0.353,0.471,0.235,0.176,0.412,0.588,0.184,-0.004,-0.051,-0.07,-0.146
0.118,0.118,0.765,0.176,0.471,0.353,0.059,0.118,0.118,0.118,0.765,0.471,0.294,0.412,0.118,0.059,0.176,0.353,0.471,0.471,0.353,0.176,0.294,0.706,0.294,0.843,-0.331,0.259,-0.138,-0.341
0.235,0.176,0.588,0.235,0.294,0.235,0.059,0.176,0.176,0.235,0.588,0.235,0.353,0.412,0.118,0.0,0.412,0.235,0.353,0.235,0.353,0.471,0.235,0.471,0.529,1.137,0.306,0.334,0.182,-0.147
0.176,0.118,0.706,0.118,0.588,0.412,0.176,0.118,0.118,0.176,0.706,0.529,0.353,0.294,0.0,0.059,0.471,0.235,0.294,0.353,0.471,0.353,0.059,0.353,0.647,-0.438,0.336,-0.014,0.518,0.285
0.235,0.176,0.588,0.176,0.353,0.176,0.059,0.118,0.176,0.235,0.588,0.412,0.353,0.235,0.0,0.176,0.529,0.294,0.176,0.235,0.471,0.235,0.059,0.294,0.706,0.395,0.619,-0.377,0.146,-0.344
0.294,0.059,0.647,0.235,0.353,0.235,0.0,0.176,0.059,0.294,0.647,0.235,0.353,0.412,0.176,0.0,0.353,0.294,0.353,0.353,0.176,0.353,0.294,0.412,0.588,1.014,-0.014,-0.291,0.156,-0.256
0.176,0.059,0.765,0.118,0.588,0.353,0.0,0.235,0.059,0.176,0.765,0.471,0.235,0.294,0.059,0.0,0.294,0.412,0.294,0.588,0.235,0.059,0.235,0.471,0.529,-0.098,0.364,-0.466,0.504,-0.304
0.118,0.059,0.824,0.412,0.412,0.235,0.059,0.294,0.059,0.118,0.824,0.588,0.176,0.294,0.176,0.059,0.353,0.529,0.118,0.294,0.235,0.471,0.118,0.471,0.529,-0.531,0.25,-0.232,0.054,-0.157
0.118,0.176,0.706,0.235,0.353,0.176,0.0,0.235,0.176,0.118,0.706,0.471,0.235,0.294,0.118,0.059,0.235,0.529,0.235,0.412,0.353,0.176,0.118,0.353,0.647,-0.046,0.366,0.001,-0.641,-0.456
